time,position,force,mass,a_true
1.2000000000000002,0.7119357144166998,0.2,0.2,1.0
1.25,0.8014525428407269,0.2,0.2,1.0
1.3,0.9393092950605266,0.2,0.2,1.0
1.35,0.9393192950605266,0.2,0.2,1.0
1.4000000000000001,0.9928775195361385,0.2,0.2,1.0
1.4500000000000002,1.047527704211692,0.2,0.2,1.0
1.5,1.047537704211692,0.2,0.2,1.0
1.55,1.1999243062275393,0.2,0.2,1.0
1.6,1.2830115104970516,0.2,0.2,1.0
1.6500000000000001,1.4844121056242645,0.2,0.2,1.0
1.7000000000000002,1.4844221056242646,0.2,0.2,1.0
1.75,1.5463273671166806,0.2,0.2,1.0
1.8,1.618264411514738,0.2,0.2,1.0
1.85,1.6528160981190236,0.2,0.2,1.0
1.9000000000000001,1.862141140725751,0.2,0.2,1.0
1.9500000000000002,1.938846651634339,0.2,0.2,1.0
2.0,2.0395515973521525,0.2,0.2,1.0
2.0500000000000003,2.0557806272602637,0.2,0.2,1.0
2.1,2.275139715546805,0.2,0.2,1.0
2.15,2.2751497155468052,0.2,0.2,1.0
2.2,2.449342854690014,0.2,0.2,1.0
2.25,2.640772781290499,0.2,0.2,1.0
2.3000000000000003,2.640782781290499,0.2,0.2,1.0
2.35,2.732935113519862,0.2,0.2,1.0
2.4000000000000004,2.884982568254383,0.2,0.2,1.0
2.45,2.9760762172941906,0.2,0.2,1.0
2.5,3.0474668284466935,0.2,0.2,1.0
2.5500000000000003,3.254678148740302,0.2,0.2,1.0
2.6,3.3268848143136953,0.2,0.2,1.0
2.6500000000000004,3.53492962153176,0.2,0.2,1.0
2.7,3.5990287882883103,0.2,0.2,1.0
2.75,3.858746720250877,0.2,0.2,1.0
2.8000000000000003,3.880837335383189,0.2,0.2,1.0
2.85,4.045146924189717,0.2,0.2,1.0
2.9000000000000004,4.245675860868484,0.2,0.2,1.0
2.95,4.2897067841783025,0.2,0.2,1.0
3.0,4.5113729967302065,0.2,0.2,1.0
3.0500000000000003,4.7166071377141225,0.2,0.2,1.0
3.1,4.7246258382719395,0.2,0.2,1.0
3.1500000000000004,4.970481692926617,0.2,0.2,1.0
3.2,5.132994139712422,0.2,0.2,1.0
3.25,5.320341143588865,0.2,0.2,1.0
3.3000000000000003,5.3831524644560975,0.2,0.2,1.0
3.35,5.545227169345786,0.2,0.2,1.0
3.4000000000000004,5.806097078280846,0.2,0.2,1.0
3.45,5.9660992336616605,0.2,0.2,1.0
3.5,6.137524642517294,0.2,0.2,1.0
3.5500000000000003,6.31857241047485,0.2,0.2,1.0
3.6,6.445998763921076,0.2,0.2,1.0
3.6500000000000004,6.6728626848580515,0.2,0.2,1.0
3.7,6.859653623664935,0.2,0.2,1.0
3.75,6.995532429098682,0.2,0.2,1.0
3.8000000000000003,7.313288725557238,0.2,0.2,1.0
3.85,7.434941646045591,0.2,0.2,1.0
3.9000000000000004,7.545434825139869,0.2,0.2,1.0
3.95,7.834077680431692,0.2,0.2,1.0
0.0,-0.04873408351136607,0.3,0.2,1.4999999999999998
0.05,0.04122923018712261,0.3,0.2,1.4999999999999998
0.1,0.06542977895037021,0.3,0.2,1.4999999999999998
0.15000000000000002,0.0654397789503702,0.3,0.2,1.4999999999999998
0.2,0.07816880646221609,0.3,0.2,1.4999999999999998
0.25,0.07817880646221609,0.3,0.2,1.4999999999999998
0.30000000000000004,0.1086030079997245,0.3,0.2,1.4999999999999998
0.35000000000000003,0.1867146491326974,0.3,0.2,1.4999999999999998
0.4,0.1867246491326974,0.3,0.2,1.4999999999999998
0.45,0.1867346491326974,0.3,0.2,1.4999999999999998
0.5,0.18674464913269742,0.3,0.2,1.4999999999999998
0.55,0.18675464913269743,0.3,0.2,1.4999999999999998
0.6000000000000001,0.2661449145292948,0.3,0.2,1.4999999999999998
0.65,0.33393259874083214,0.3,0.2,1.4999999999999998
0.7000000000000001,0.381334539966501,0.3,0.2,1.4999999999999998
0.75,0.46323416245180116,0.3,0.2,1.4999999999999998
0.8,0.4806500945938954,0.3,0.2,1.4999999999999998
0.8500000000000001,0.6145517038578658,0.3,0.2,1.4999999999999998
0.9,0.6145617038578658,0.3,0.2,1.4999999999999998
0.9500000000000001,0.812883458329481,0.3,0.2,1.4999999999999998
1.0,0.8128934583294809,0.3,0.2,1.4999999999999998
1.05,0.8129034583294809,0.3,0.2,1.4999999999999998
1.1,0.8539553750969444,0.3,0.2,1.4999999999999998
1.1500000000000001,1.0159986207621594,0.3,0.2,1.4999999999999998
1.2000000000000002,1.0688268607337075,0.3,0.2,1.4999999999999998
1.25,1.2075750247046044,0.3,0.2,1.4999999999999998
1.3,1.2911618812286771,0.3,0.2,1.4999999999999998
1.35,1.3632335543671563,0.3,0.2,1.4999999999999998
1.4000000000000001,1.42766031409658,0.3,0.2,1.4999999999999998
1.4500000000000002,1.5011326387657067,0.3,0.2,1.4999999999999998
1.5,1.6651742523966486,0.3,0.2,1.4999999999999998
1.55,1.8446949397161736,0.3,0.2,1.4999999999999998
1.6,1.9307046872065103,0.3,0.2,1.4999999999999998
1.6500000000000001,1.9795880610644008,0.3,0.2,1.4999999999999998
1.7000000000000002,2.1761590462925593,0.3,0.2,1.4999999999999998
1.75,2.3161408689864413,0.3,0.2,1.4999999999999998
1.8,2.385807128189943,0.3,0.2,1.4999999999999998
1.85,2.5745612552972763,0.3,0.2,1.4999999999999998
1.9000000000000001,2.7104104359223,0.3,0.2,1.4999999999999998
1.9500000000000002,2.794726485108469,0.3,0.2,1.4999999999999998
2.0,3.0178893680174137,0.3,0.2,1.4999999999999998
2.0500000000000003,3.179914226318412,0.3,0.2,1.4999999999999998
2.1,3.3616525621587634,0.3,0.2,1.4999999999999998
2.15,3.519565102601744,0.3,0.2,1.4999999999999998
2.2,3.561116531602145,0.3,0.2,1.4999999999999998
2.25,3.7499837480042433,0.3,0.2,1.4999999999999998
2.3000000000000003,3.9932517633604334,0.3,0.2,1.4999999999999998
2.35,4.16756429754561,0.3,0.2,1.4999999999999998
2.4000000000000004,4.345752384315302,0.3,0.2,1.4999999999999998
2.45,4.694511574532736,0.3,0.2,1.4999999999999998
2.5,4.716044525534658,0.3,0.2,1.4999999999999998
2.5500000000000003,4.93365328200903,0.3,0.2,1.4999999999999998
2.6,5.11770008817466,0.3,0.2,1.4999999999999998
2.6500000000000004,5.299444562565291,0.3,0.2,1.4999999999999998
2.7,5.451736537767983,0.3,0.2,1.4999999999999998
2.75,5.709823461024662,0.3,0.2,1.4999999999999998
2.8000000000000003,5.841358739273122,0.3,0.2,1.4999999999999998
2.85,6.080034069662998,0.3,0.2,1.4999999999999998
2.9000000000000004,6.283231822608545,0.3,0.2,1.4999999999999998
2.95,6.530968706969316,0.3,0.2,1.4999999999999998
3.0,6.865732928333674,0.3,0.2,1.4999999999999998
3.0500000000000003,6.883511740370413,0.3,0.2,1.4999999999999998
3.1,7.241813009518725,0.3,0.2,1.4999999999999998
3.1500000000000004,7.361239206440519,0.3,0.2,1.4999999999999998
3.2,7.656403406710529,0.3,0.2,1.4999999999999998
3.25,7.9763225298483675,0.3,0.2,1.4999999999999998
3.3000000000000003,8.170714000954774,0.3,0.2,1.4999999999999998
3.35,8.362987761103534,0.3,0.2,1.4999999999999998
3.4000000000000004,8.634234814537,0.3,0.2,1.4999999999999998
3.45,8.960854887446734,0.3,0.2,1.4999999999999998
3.5,9.150981668414142,0.3,0.2,1.4999999999999998
3.5500000000000003,9.4626979294791,0.3,0.2,1.4999999999999998
3.6,9.72227859199519,0.3,0.2,1.4999999999999998
3.6500000000000004,9.95929498261971,0.3,0.2,1.4999999999999998
3.7,10.374697204466266,0.3,0.2,1.4999999999999998
3.75,10.578570951115898,0.3,0.2,1.4999999999999998
3.8000000000000003,10.72874287066712,0.3,0.2,1.4999999999999998
3.85,11.126197715738472,0.3,0.2,1.4999999999999998
3.9000000000000004,11.374410676761581,0.3,0.2,1.4999999999999998
3.95,11.74449666673981,0.3,0.2,1.4999999999999998
0.0,-0.039626036921635036,0.4,0.2,2.0
0.05,-0.00323682207334495,0.4,0.2,2.0
0.1,0.03524936394902286,0.4,0.2,2.0
0.15000000000000002,0.06578775970850609,0.4,0.2,2.0
0.2,0.06579775970850608,0.4,0.2,2.0
0.25,0.06580775970850608,0.4,0.2,2.0
0.30000000000000004,0.06625273444195222,0.4,0.2,2.0
0.35000000000000003,0.08983353837131443,0.4,0.2,2.0
0.4,0.24827271201405487,0.4,0.2,2.0
0.45,0.24828271201405488,0.4,0.2,2.0
0.5,0.2482927120140549,0.4,0.2,2.0
0.55,0.3483930973527388,0.4,0.2,2.0
0.6000000000000001,0.46610780985063177,0.4,0.2,2.0
0.65,0.47412326302755736,0.4,0.2,2.0
0.7000000000000001,0.4741332630275574,0.4,0.2,2.0
0.75,0.5382882963566874,0.4,0.2,2.0
0.8,0.7033455574593312,0.4,0.2,2.0
0.8500000000000001,0.7033555574593312,0.4,0.2,2.0
0.9,0.8321909714073115,0.4,0.2,2.0
0.9500000000000001,0.9412317026714669,0.4,0.2,2.0
1.0,0.9536534764210959,0.4,0.2,2.0
1.05,1.09952373219691,0.4,0.2,2.0
1.1,1.09953373219691,0.4,0.2,2.0
1.1500000000000001,1.2712806179332858,0.4,0.2,2.0
1.2000000000000002,1.4273715924303423,0.4,0.2,2.0
1.25,1.5001108409017576,0.4,0.2,2.0
1.3,1.771620565196582,0.4,0.2,2.0
1.35,1.771630565196582,0.4,0.2,2.0
1.4000000000000001,1.9379977756651512,0.4,0.2,2.0
1.4500000000000002,2.109037028864305,0.4,0.2,2.0
1.5,2.3220636644533057,0.4,0.2,2.0
1.55,2.3307068924410284,0.4,0.2,2.0
1.6,2.6181581876077487,0.4,0.2,2.0
1.6500000000000001,2.72301165305098,0.4,0.2,2.0
1.7000000000000002,2.840924567447603,0.4,0.2,2.0
1.75,3.0856051737131636,0.4,0.2,2.0
1.8,3.2499529847786737,0.4,0.2,2.0
1.85,3.3924891561420605,0.4,0.2,2.0
1.9000000000000001,3.613490104249501,0.4,0.2,2.0
1.9500000000000002,3.7832343201569127,0.4,0.2,2.0
2.0,4.005675867262562,0.4,0.2,2.0
2.0500000000000003,4.235606533726054,0.4,0.2,2.0
2.1,4.489300840807267,0.4,0.2,2.0
2.15,4.560609225058657,0.4,0.2,2.0
2.2,4.946651668732814,0.4,0.2,2.0
2.25,4.964895610023875,0.4,0.2,2.0
2.3000000000000003,5.282410745248222,0.4,0.2,2.0
2.35,5.55191586032423,0.4,0.2,2.0
2.4000000000000004,5.774049593386753,0.4,0.2,2.0
2.45,5.971365024008971,0.4,0.2,2.0
2.5,6.239593887482136,0.4,0.2,2.0
2.5500000000000003,6.47784995326706,0.4,0.2,2.0
2.6,6.73053176215279,0.4,0.2,2.0
2.6500000000000004,7.0649801048510525,0.4,0.2,2.0
2.7,7.307850774298253,0.4,0.2,2.0
2.75,7.527854520236967,0.4,0.2,2.0
2.8000000000000003,7.8849799937716645,0.4,0.2,2.0
2.85,8.137864976043831,0.4,0.2,2.0
2.9000000000000004,8.45064310594195,0.4,0.2,2.0
2.95,8.733981442096182,0.4,0.2,2.0
3.0,8.958550249453896,0.4,0.2,2.0
3.0500000000000003,9.274490947990154,0.4,0.2,2.0
3.1,9.647364680256164,0.4,0.2,2.0
3.1500000000000004,9.953018513271676,0.4,0.2,2.0
3.2,10.238954920301795,0.4,0.2,2.0
3.25,10.568366369165439,0.4,0.2,2.0
3.3000000000000003,10.953883244789424,0.4,0.2,2.0
3.35,11.192921430558208,0.4,0.2,2.0
3.4000000000000004,11.587354869058505,0.4,0.2,2.0
3.45,11.892390367378306,0.4,0.2,2.0
3.5,12.239115939838639,0.4,0.2,2.0
3.5500000000000003,12.657438842599362,0.4,0.2,2.0
3.6,13.001270817449402,0.4,0.2,2.0
3.6500000000000004,13.363175481800035,0.4,0.2,2.0
3.7,13.755273940357718,0.4,0.2,2.0
3.75,14.063550192081639,0.4,0.2,2.0
3.8000000000000003,14.474097648564749,0.4,0.2,2.0
3.85,14.80698666217033,0.4,0.2,2.0
3.9000000000000004,15.226208317624424,0.4,0.2,2.0
3.95,15.595992847281616,0.4,0.2,2.0
0.0,0.00484979824963591,0.5,0.2,2.5
0.05,0.03288285127184568,0.5,0.2,2.5
0.1,0.032892851271845686,0.5,0.2,2.5
0.15000000000000002,0.132744363784273,0.5,0.2,2.5
0.2,0.13275436378427302,0.5,0.2,2.5
0.25,0.13276436378427303,0.5,0.2,2.5
0.30000000000000004,0.17040554367500343,0.5,0.2,2.5
0.35000000000000003,0.19270813469814685,0.5,0.2,2.5
0.4,0.2312059908526078,0.5,0.2,2.5
0.45,0.28454227546321403,0.5,0.2,2.5
0.5,0.3118876613576543,0.5,0.2,2.5
0.55,0.33326228142570846,0.5,0.2,2.5
0.6000000000000001,0.4537902279096864,0.5,0.2,2.5
0.65,0.49426691442439447,0.5,0.2,2.5
0.7000000000000001,0.6612559866708877,0.5,0.2,2.5
0.75,0.6957721309248931,0.5,0.2,2.5
0.8,0.7587251401603746,0.5,0.2,2.5
0.8500000000000001,0.8870557079173506,0.5,0.2,2.5
0.9,1.0331465727137814,0.5,0.2,2.5
0.9500000000000001,1.0999387723598013,0.5,0.2,2.5
1.0,1.2088889802216785,0.5,0.2,2.5
1.05,1.3903093605745958,0.5,0.2,2.5
1.1,1.5247483285554364,0.5,0.2,2.5
1.1500000000000001,1.6277778412314436,0.5,0.2,2.5
1.2000000000000002,1.7764480847190844,0.5,0.2,2.5
1.25,1.9647274968678818,0.5,0.2,2.5
1.3,2.040095782925134,0.5,0.2,2.5
1.35,2.2077518112811725,0.5,0.2,2.5
1.4000000000000001,2.414077788937379,0.5,0.2,2.5
1.4500000000000002,2.6174526424144084,0.5,0.2,2.5
1.5,2.8280453782799,0.5,0.2,2.5
1.55,3.076892810847478,0.5,0.2,2.5
1.6,3.2428829811601014,0.5,0.2,2.5
1.6500000000000001,3.395128073501829,0.5,0.2,2.5
1.7000000000000002,3.611549189604866,0.5,0.2,2.5
1.75,3.7779985317681097,0.5,0.2,2.5
1.8,4.049074343200381,0.5,0.2,2.5
1.85,4.263692068053993,0.5,0.2,2.5
1.9000000000000001,4.528635928016905,0.5,0.2,2.5
1.9500000000000002,4.711763452822384,0.5,0.2,2.5
2.0,5.025967325712059,0.5,0.2,2.5
2.0500000000000003,5.32976194565013,0.5,0.2,2.5
2.1,5.507061992577158,0.5,0.2,2.5
2.15,5.798210586104946,0.5,0.2,2.5
2.2,6.084507199585556,0.5,0.2,2.5
2.25,6.308063976405708,0.5,0.2,2.5
2.3000000000000003,6.6237046240905215,0.5,0.2,2.5
2.35,6.9037546200390905,0.5,0.2,2.5
2.4000000000000004,7.2048838049274435,0.5,0.2,2.5
2.45,7.464474510807229,0.5,0.2,2.5
2.5,7.813725508712947,0.5,0.2,2.5
2.5500000000000003,8.153024914562273,0.5,0.2,2.5
2.6,8.522557180389754,0.5,0.2,2.5
2.6500000000000004,8.826088541304264,0.5,0.2,2.5
2.7,9.220159122875579,0.5,0.2,2.5
2.75,9.414757621855598,0.5,0.2,2.5
2.8000000000000003,9.843616031836037,0.5,0.2,2.5
2.85,10.162292100286919,0.5,0.2,2.5
2.9000000000000004,10.621990146660886,0.5,0.2,2.5
2.95,10.837710085732244,0.5,0.2,2.5
3.0,11.208013907890962,0.5,0.2,2.5
3.0500000000000003,11.598155367727802,0.5,0.2,2.5
3.1,11.906305213784512,0.5,0.2,2.5
3.1500000000000004,12.376837248915965,0.5,0.2,2.5
3.2,12.762043366922317,0.5,0.2,2.5
3.25,13.21064468932381,0.5,0.2,2.5
3.3000000000000003,13.62958779878886,0.5,0.2,2.5
3.35,14.121933541960793,0.5,0.2,2.5
3.4000000000000004,14.497521191909305,0.5,0.2,2.5
3.45,14.849279817216882,0.5,0.2,2.5
3.5,15.267579266432582,0.5,0.2,2.5
3.5500000000000003,15.77772095857533,0.5,0.2,2.5
3.6,16.133988339648972,0.5,0.2,2.5
3.6500000000000004,16.74469793829272,0.5,0.2,2.5
3.7,17.171472006036065,0.5,0.2,2.5
3.75,17.554666217394765,0.5,0.2,2.5
3.8000000000000003,17.964343273545456,0.5,0.2,2.5
3.85,18.595818618708275,0.5,0.2,2.5
3.9000000000000004,19.006773007737372,0.5,0.2,2.5
3.95,19.565015815598674,0.5,0.2,2.5
0.0,-0.07972138293971837,1.0,0.2,5.0
0.05,-0.023718751147688642,1.0,0.2,5.0
0.1,0.025262184985909163,1.0,0.2,5.0
0.15000000000000002,0.05859902968823712,1.0,0.2,5.0
0.2,0.07749672642603783,1.0,0.2,5.0
0.25,0.18739249661737495,1.0,0.2,5.0
0.30000000000000004,0.18740249661737496,1.0,0.2,5.0
0.35000000000000003,0.2991310257489354,1.0,0.2,5.0
0.4,0.406014781585595,1.0,0.2,5.0
0.45,0.5319719417029375,1.0,0.2,5.0
0.5,0.6605807439044444,1.0,0.2,5.0
0.55,0.7000178954081067,1.0,0.2,5.0
0.6000000000000001,0.8232942914632191,1.0,0.2,5.0
0.65,1.1201338410949255,1.0,0.2,5.0
0.7000000000000001,1.2416157005989799,1.0,0.2,5.0
0.75,1.3688256731721724,1.0,0.2,5.0
0.8,1.6775575987761264,1.0,0.2,5.0
0.8500000000000001,1.8120337317146433,1.0,0.2,5.0
0.9,2.0839648592031916,1.0,0.2,5.0
0.9500000000000001,2.2596259240705057,1.0,0.2,5.0
1.0,2.6030373962440994,1.0,0.2,5.0
1.05,2.8440170421221604,1.0,0.2,5.0
1.1,3.0125517925760468,1.0,0.2,5.0
1.1500000000000001,3.354828547547718,1.0,0.2,5.0
1.2000000000000002,3.6322687974792585,1.0,0.2,5.0
1.25,3.9746815778766176,1.0,0.2,5.0
1.3,4.176753826970995,1.0,0.2,5.0
1.35,4.590552572999922,1.0,0.2,5.0
1.4000000000000001,4.9529212243424805,1.0,0.2,5.0
1.4500000000000002,5.168313025678846,1.0,0.2,5.0
1.5,5.565837074366711,1.0,0.2,5.0
1.55,5.904288391111995,1.0,0.2,5.0
1.6,6.386529658277773,1.0,0.2,5.0
1.6500000000000001,6.842127112789799,1.0,0.2,5.0
1.7000000000000002,7.300117852604803,1.0,0.2,5.0
1.75,7.659954739020988,1.0,0.2,5.0
1.8,8.181430777278566,1.0,0.2,5.0
1.85,8.487244927089256,1.0,0.2,5.0
1.9000000000000001,8.939830878032243,1.0,0.2,5.0
1.9500000000000002,9.50347261505517,1.0,0.2,5.0
2.0,10.019203272446966,1.0,0.2,5.0
2.0500000000000003,10.504615262595298,1.0,0.2,5.0
2.1,10.921627894998007,1.0,0.2,5.0
2.15,11.55179399802436,1.0,0.2,5.0
2.2,12.03477652497476,1.0,0.2,5.0
2.25,12.689733627441502,1.0,0.2,5.0
2.3000000000000003,13.243329912304844,1.0,0.2,5.0
2.35,13.759256010683634,1.0,0.2,5.0
2.4000000000000004,14.37430665413317,1.0,0.2,5.0
2.45,14.953289323905556,1.0,0.2,5.0
2.5,15.621866045136342,1.0,0.2,5.0
2.5500000000000003,16.304007116025062,1.0,0.2,5.0
2.6,16.850713697683226,1.0,0.2,5.0
2.6500000000000004,17.5814523257759,1.0,0.2,5.0
2.7,18.198487119081378,1.0,0.2,5.0
2.75,18.866606358386882,1.0,0.2,5.0
2.8000000000000003,19.594648482002277,1.0,0.2,5.0
2.85,20.254487883879033,1.0,0.2,5.0
2.9000000000000004,20.997317534732648,1.0,0.2,5.0
2.95,21.69635610537056,1.0,0.2,5.0
3.0,22.59823625664582,1.0,0.2,5.0
3.0500000000000003,23.258013177598592,1.0,0.2,5.0
3.1,23.990013724600374,1.0,0.2,5.0
3.1500000000000004,24.816948995536716,1.0,0.2,5.0
3.2,25.594383597515463,1.0,0.2,5.0
3.25,26.39520152002334,1.0,0.2,5.0
3.3000000000000003,27.255708335002176,1.0,0.2,5.0
3.35,28.094125385502362,1.0,0.2,5.0
3.4000000000000004,28.87347494261948,1.0,0.2,5.0
3.45,29.72745908796777,1.0,0.2,5.0
3.5,30.61124741514242,1.0,0.2,5.0
3.5500000000000003,31.39115394176323,1.0,0.2,5.0
3.6,32.32424044689008,1.0,0.2,5.0
3.6500000000000004,33.374593713372235,1.0,0.2,5.0
3.7,34.30724838567507,1.0,0.2,5.0
3.75,35.14379819802218,1.0,0.2,5.0
3.8000000000000003,36.12882784815279,1.0,0.2,5.0
3.85,37.07181250772718,1.0,0.2,5.0
3.9000000000000004,38.17894404042277,1.0,0.2,5.0
3.95,39.06222874557173,1.0,0.2,5.0
0.0,-0.0063958795740383274,0.1,0.4,0.25
0.05,-0.006385879574038328,0.1,0.4,0.25
0.1,-0.006375879574038328,0.1,0.4,0.25
0.15000000000000002,0.012985681793361157,0.1,0.4,0.25
0.2,0.012995681793361157,0.1,0.4,0.25
0.25,0.013005681793361156,0.1,0.4,0.25
0.30000000000000004,0.013015681793361156,0.1,0.4,0.25
0.35000000000000003,0.013025681793361155,0.1,0.4,0.25
0.4,0.10435708175362825,0.1,0.4,0.25
0.45,0.10436708175362824,0.1,0.4,0.25
0.5,0.10437708175362824,0.1,0.4,0.25
0.55,0.11180970694450129,0.1,0.4,0.25
0.6000000000000001,0.11181970694450129,0.1,0.4,0.25
0.65,0.11182970694450128,0.1,0.4,0.25
0.7000000000000001,0.1374062038634829,0.1,0.4,0.25
0.75,0.1374162038634829,0.1,0.4,0.25
0.8,0.13742620386348292,0.1,0.4,0.25
0.8500000000000001,0.13743620386348293,0.1,0.4,0.25
0.9,0.13744620386348294,0.1,0.4,0.25
0.9500000000000001,0.13745620386348295,0.1,0.4,0.25
1.0,0.17130887737658207,0.1,0.4,0.25
1.05,0.23328333202350654,0.1,0.4,0.25
1.1,0.23329333202350655,0.1,0.4,0.25
1.1500000000000001,0.23330333202350656,0.1,0.4,0.25
1.2000000000000002,0.23331333202350657,0.1,0.4,0.25
1.25,0.23332333202350658,0.1,0.4,0.25
1.3,0.2333333320235066,0.1,0.4,0.25
1.35,0.2333433320235066,0.1,0.4,0.25
1.4000000000000001,0.2474260813972414,0.1,0.4,0.25
1.4500000000000002,0.2474360813972414,0.1,0.4,0.25
1.5,0.29477284128899195,0.1,0.4,0.25
1.55,0.2978005945275432,0.1,0.4,0.25
1.6,0.3080525976566796,0.1,0.4,0.25
